"Google maps link","Name","Avg_review","Reviews","Category","Address","Phone"
"https://www.google.com/maps/place/Om+Sri+Sai+Plastics+Pooja+Samagri/data=!4m7!3m6!1s0x3bcb9a7c467f392d:0x4cddf54a3c54b416!8m2!3d17.4709962!4d78.483895!16s%2Fg%2F11bv2dxj9g!19sChIJLTl_RnyayzsRFrRUPEr13Uw?authuser=0&hl=en&rclk=1","Om Sri Sai Plastics Pooja Samagri","4.4","(25)","Store","·","096182 40334"
"https://www.google.com/maps/place/Balaji+pooja+samagri+%26+stationary/data=!4m7!3m6!1s0x3bcb93630b5c4277:0xd63bba2197f704!8m2!3d17.5073645!4d78.3647587!16s%2Fg%2F11sfrsntkj!19sChIJd0JcC2OTyzsRBPeXIbo71gA?authuser=0&hl=en&rclk=1","Balaji pooja samagri & stationary","4.5","(16)","Religious goods store","·","082978 33555"
"https://www.google.com/maps/place/Sri+Vijaya+Pooja+Samagri/data=!4m7!3m6!1s0x3bcb91eadabbfb77:0xf26ff2524a3d5986!8m2!3d17.4941339!4d78.4048587!16s%2Fg%2F1pty8zj5h!19sChIJd_u72uqRyzsRhlk9SlLyb_I?authuser=0&hl=en&rclk=1","Sri Vijaya Pooja Samagri","3.8","(127)","Religious goods store","Near Usha Mullapudi Common, Behind South India Shopping Mall, Usha Mullapudi Road","092461 16722"
"https://www.google.com/maps/place/Sri+Vijayalaxmi+Pooja+Store/data=!4m7!3m6!1s0x3bcb9520ee845dcd:0xc4857be18a2f3e2c!8m2!3d17.3944821!4d78.3743731!16s%2Fg%2F11h00pccvc!19sChIJzV2E7iCVyzsRLD4viuF7hcQ?authuser=0&hl=en&rclk=1","Sri Vijayalaxmi Pooja Store","4.7","(32)","Religious goods store","Neknampur Road Huda, Neknampur","092478 01307"
"https://www.google.com/maps/place/Aadhigurus+Pooja+Stores/data=!4m7!3m6!1s0x3bcb95a15c91b23f:0xe1ee72447c48306f!8m2!3d17.3867889!4d78.356749!16s%2Fg%2F11kc8l1rsl!19sChIJP7KRXKGVyzsRbzBIfERy7uE?authuser=0&hl=en&rclk=1","Aadhigurus Pooja Stores","4.8","(12)","Religious goods store","2-85, Market Road","089852 32523"
"https://www.google.com/maps/place/SRI+LAKSHMI+GANAPATHI+POOJA+SAMAGRI/data=!4m7!3m6!1s0x3bcb9bc6965d16c3:0x89e256812fa02e58!8m2!3d17.484241!4d78.4981525!16s%2Fg%2F11q4gsj5yg!19sChIJwxZdlsabyzsRWC6gL4FW4ok?authuser=0&hl=en&rclk=1","SRI LAKSHMI GANAPATHI POOJA SAMAGRI","4.2","(30)","Religious goods store","Suguna nilayam","099635 87362"
"https://www.google.com/maps/place/Hari+Annapurna+Pooja+Store/data=!4m7!3m6!1s0x3bcb91cb46fd1901:0xfbdbb9d91f951ba2!8m2!3d17.4991409!4d78.428832!16s%2Fg%2F11f1hhksyt!19sChIJARn9RsuRyzsRohuVH9m52_s?authuser=0&hl=en&rclk=1","Hari Annapurna Pooja Store","4.1","(34)","Store","Unnamed Road",""
"https://www.google.com/maps/place/Ayyappa+pooja+store/data=!4m7!3m6!1s0x3bcb93ed128ef585:0x1964e7ea83cd583!8m2!3d17.4754405!4d78.361426!16s%2Fg%2F11rk8dpw_l!19sChIJhfWOEu2TyzsRg9U8qH5OlgE?authuser=0&hl=en&rclk=1","Ayyappa pooja store","5.0","(13)","Religious goods store","House no 4-1269/B plot nob150&151","090006 55212"
"https://www.google.com/maps/place/Om+Sai+Pooja+Samagri/data=!4m7!3m6!1s0x3bcb98effc4c4a35:0x866de8023e20e7f2!8m2!3d17.3719875!4d78.532164!16s%2Fg%2F1yh4g6zjl!19sChIJNUpM_O-YyzsR8ucgPgLobYY?authuser=0&hl=en&rclk=1","Om Sai Pooja Samagri","4.4","(40)","Religious goods store","·","083175 58473"
"https://www.google.com/maps/place/Chaitanya+Coconut+Traders+%26+Pooja+Store/data=!4m7!3m6!1s0x3bcb99cd87dc821b:0x25c8cfe7214a5be8!8m2!3d17.384076!4d78.4896796!16s%2Fg%2F1tgj_2d_!19sChIJG4Lch82ZyzsR6FtKIefPyCU?authuser=0&hl=en&rclk=1","Chaitanya Coconut Traders & Pooja Store","4.5","(63)","Religious goods store","·","099492 28823"
"https://www.google.com/maps/place/MARUTHI+POOJA+STORES+%26+HOME+NEEDS/data=!4m7!3m6!1s0x3bcb98c69b9eb999:0x62c0393492351d48!8m2!3d17.3671318!4d78.5506997!16s%2Fg%2F1ygbbbgqw!19sChIJmbmem8aYyzsRSB01kjQ5wGI?authuser=0&hl=en&rclk=1","MARUTHI POOJA STORES & HOME NEEDS","4.4","(27)","Grocery store","Road No. 5","092474 04546"
"https://www.google.com/maps/place/Laxminarayan+Poojan+Samagri/data=!4m7!3m6!1s0x3bcb9771b9cb097b:0x72c5969af99e2119!8m2!3d17.3735488!4d78.4687561!16s%2Fg%2F11q33jdb9j!19sChIJewnLuXGXyzsRGSGe-ZqWxXI?authuser=0&hl=en&rclk=1","Laxminarayan Poojan Samagri","4.4","(179)","Store","·","090000 13496"
"https://www.google.com/maps/place/SRI+SAI+SANGMESHWARA+POOJA+SAMAGRI+AND+KIRANA/data=!4m7!3m6!1s0x3bcb9196e962159d:0x880e159c67f89e63!8m2!3d17.469314!4d78.4212587!16s%2Fg%2F11tczlwysj!19sChIJnRVi6ZaRyzsRY574Z5wVDog?authuser=0&hl=en&rclk=1","SRI SAI SANGMESHWARA POOJA SAMAGRI AND KIRANA","5.0","(72)","Store","12-7-133/3, opposite CHITTARAMMA TEMPLE, near by GHMC office","099897 51360"
"https://www.google.com/maps/place/Sree+Lakshmi+Pooja+Stores/data=!4m7!3m6!1s0x3bcb93cba97b0cad:0x38b67f0c0b56c897!8m2!3d17.4653984!4d78.3648618!16s%2Fg%2F11b67nl_gk!19sChIJrQx7qcuTyzsRl8hWCwx_tjg?authuser=0&hl=en&rclk=1","Sree Lakshmi Pooja Stores","4.1","(27)","Collectibles store","·","085229 61855"
"https://www.google.com/maps/place/SAI+LAKSHMI+POOJA+STORES/data=!4m7!3m6!1s0x3bcb91b6463608d5:0xc17f442db8692f76!8m2!3d17.4636554!4d78.4577844!16s%2Fg%2F11gxxh95v4!19sChIJ1Qg2RraRyzsRdi9puC1Ef8E?authuser=0&hl=en&rclk=1","SAI LAKSHMI POOJA STORES","4.5","(41)","Religious goods store","90/3c, 90/3c, Madhavi Nagar Rd","086884 18388"
"https://www.google.com/maps/place/M%2Fs+RAGHAVENDRA+POOJA+STORES/data=!4m7!3m6!1s0x3bcb9178915d4a45:0x21f616fa5b9b1405!8m2!3d17.4840711!4d78.4089489!16s%2Fg%2F11rx3y2p58!19sChIJRUpdkXiRyzsRBRSbW_oW9iE?authuser=0&hl=en&rclk=1","M/s RAGHAVENDRA POOJA STORES","4.9","(15)","General store","H.NO: 15, 21-1","085002 90245"
"https://www.google.com/maps/place/Laxmi+Prabhu+Pooja+Stores/data=!4m7!3m6!1s0x3bcb910c24cb7643:0xaaedb1e0bfc79adf!8m2!3d17.4527118!4d78.4430502!16s%2Fg%2F11sq5f5f43!19sChIJQ3bLJAyRyzsR35rHv-Cx7ao?authuser=0&hl=en&rclk=1","Laxmi Prabhu Pooja Stores","4.8","(12)","Store","inside Durga Matha Common","099490 24070"
"https://www.google.com/maps/place/Sri+Venkateshwara+coconuts+and+pooja+store+wholesale+and+retail/data=!4m7!3m6!1s0x3bcb9100790ca603:0xeb1de76168f1d313!8m2!3d17.4545216!4d78.4153645!16s%2Fg%2F11x2yw4hf8!19sChIJA6YMeQCRyzsRE9PxaGHnHes?authuser=0&hl=en&rclk=1","Sri Venkateshwara coconuts and pooja store wholesale and retail","4.0","(3)","Religious goods store","FC38+Q4W, RK Society Rd",""
"https://www.google.com/maps/place/Sri+Sai+Pooja+Stores/data=!4m7!3m6!1s0x3bcb97bd4b135181:0x3d74a4c197ecf77d!8m2!3d17.3528936!4d78.3894323!16s%2Fg%2F11fhlxjqtc!19sChIJgVETS72XyzsRfffsl8GkdD0?authuser=0&hl=en&rclk=1","Sri Sai Pooja Stores","4.3","(48)","Religious goods store","Kismatpur Rd, beside Apollo Pharmacy","093918 51849"
"https://www.google.com/maps/place/OM+SHREE+POOJA+SAMAGRI+STORE/data=!4m7!3m6!1s0x3bcb97f64a0dd0ef:0x53a5a80676213c57!8m2!3d17.3493128!4d78.4733563!16s%2Fg%2F1q5bm2s8j!19sChIJ79ANSvaXyzsRVzwhdgaopVM?authuser=0&hl=en&rclk=1","OM SHREE POOJA SAMAGRI STORE","4.0","(37)","Religious goods store","·","093934 16191"
"https://www.google.com/maps/place/poojadhravyam18+POOJA+SAMAGRI+STORE/data=!4m7!3m6!1s0x3bcb9927b519c3a1:0x1c938dd0ccb4e0b!8m2!3d17.4091629!4d78.5440797!16s%2Fg%2F11f3cmxpyh!19sChIJocMZtSeZyzsRC07LDN04yQE?authuser=0&hl=en&rclk=1","poojadhravyam18 POOJA SAMAGRI STORE","4.4","(52)","Gift shop","·","090006 66149"
"https://www.google.com/maps/place/Om+Sri+Padmalaya+Pooja+Samagri+Stores/data=!4m7!3m6!1s0x3bcb93e1291b7099:0x5c8ac20bfaa6507b!8m2!3d17.4767725!4d78.3042217!16s%2Fg%2F11s39r7k8_!19sChIJmXAbKeGTyzsRe1Cm-gvCilw?authuser=0&hl=en&rclk=1","Om Sri Padmalaya Pooja Samagri Stores","5.0","(20)","Religious goods store","function hall, plot no.66 opp.ravinder reddy, road","094947 40945"
"https://www.google.com/maps/place/Harsha+Sree+Pooja+Samagri+Wholesale+%26+Retail+Store/data=!4m7!3m6!1s0x3bcb998d9d1546f9:0x764c8d29fd1e0f40!8m2!3d17.349008!4d78.4792293!16s%2Fg%2F11fj2xrcn0!19sChIJ-UYVnY2ZyzsRQA8e_SmNTHY?authuser=0&hl=en&rclk=1","Harsha Sree Pooja Samagri Wholesale & Retail Store","3.8","(5)","Religious goods store","8FXH+JM5, Unnamed Road","079957 10335"
"https://www.google.com/maps/place/Sai+Pooja+Samagri+Store/data=!4m7!3m6!1s0x3bcb9171943fe2bd:0x5a8cabf65e0f9543!8m2!3d17.4596796!4d78.4002352!16s%2Fg%2F1pp2x5744!19sChIJveI_lHGRyzsRQ5UPXvarjFo?authuser=0&hl=en&rclk=1","Sai Pooja Samagri Store","3.8","(78)","Religious goods store","·","098482 32259"
"https://www.google.com/maps/place/Kalyan+Pooja+Gruha+%28Store%29/data=!4m7!3m6!1s0x3bcb99ce147b281d:0xefe27818873e551c!8m2!3d17.3884975!4d78.4877478!16s%2Fg%2F11bw4rxgjw!19sChIJHSh7FM6ZyzsRHFU-hxh44u8?authuser=0&hl=en&rclk=1","Kalyan Pooja Gruha (Store)","4.7","(6)","Religious goods store","4-5-527, Opposite Police Station Sultan Bazar","090305 79397"
"https://www.google.com/maps/place/Hari+Om+Pooja+Samagri/data=!4m7!3m6!1s0x3bcb932187640c4f:0xe2fbd4cffb632332!8m2!3d17.493963!4d78.3263799!16s%2Fg%2F11gl4gmzvx!19sChIJTwxkhyGTyzsRMiNj-8_U--I?authuser=0&hl=en&rclk=1","Hari Om Pooja Samagri","4.3","(38)","Religious goods store","Manjeera Rd","099497 58168"
"https://www.google.com/maps/place/Sree+Advaita+Pooja+Stores/data=!4m7!3m6!1s0x3bcb96a7005ccf95:0xafaaae78610ed44a!8m2!3d17.3996296!4d78.3836251!16s%2Fg%2F11g6x8j_cl!19sChIJlc9cAKeWyzsRStQOYXiuqq8?authuser=0&hl=en&rclk=1","Sree Advaita Pooja Stores","4.0","(21)","Religious goods store","Plot No 103, Sharadha Mandapam, Opp, Golden Temple Rd",""
"https://www.google.com/maps/place/Sri+Padmalaya+Pooja+Stores/data=!4m7!3m6!1s0x3bcb9508e31eddd3:0x467cf58ee68197f8!8m2!3d17.4058733!4d78.3751377!16s%2Fg%2F11qg5r_rpx!19sChIJ090e4wiVyzsR-JeB5o71fEY?authuser=0&hl=en&rclk=1","Sri Padmalaya Pooja Stores","4.4","(25)","Religious goods store","1-93/3/12/1","079951 99984"
"https://www.google.com/maps/place/Venkateswara+Pooja+Store/data=!4m7!3m6!1s0x3bcb957bda5f4833:0x4779e2d79a95dc60!8m2!3d17.4077262!4d78.3809884!16s%2Fg%2F11pz1l8g3h!19sChIJM0hf2nuVyzsRYNyVmtfieUc?authuser=0&hl=en&rclk=1","Venkateswara Pooja Store","4.4","(7)","Religious goods store","2-2-38/1, near Sampoorna Supermarket",""
"https://www.google.com/maps/place/Gokul+Pooja+Stores/data=!4m7!3m6!1s0x3bcb9705935f973f:0x3ac39c54b201a380!8m2!3d17.3866566!4d78.4399802!16s%2Fg%2F1hm36f0wh!19sChIJP5dfkwWXyzsRgKMBslScwzo?authuser=0&hl=en&rclk=1","Gokul Pooja Stores","3.8","(14)","Religious goods store","·","098668 41517"
"https://www.google.com/maps/place/Sri+kamakshi+Pooja+Samagri+Stores/data=!4m7!3m6!1s0x3bcb9293d8aa46bb:0x63f4dc3327bd89db!8m2!3d17.4941837!4d78.3234677!16s%2Fg%2F1ptzqvqpm!19sChIJu0aq2JOSyzsR24m9JzPc9GM?authuser=0&hl=en&rclk=1","Sri kamakshi Pooja Samagri Stores","3.7","(42)","Religious goods store","·","092461 16722"
"https://www.google.com/maps/place/Laxmi+Narayana+Pooja+Store/data=!4m7!3m6!1s0x3bcb99ccee222909:0x7006d6a79381332e!8m2!3d17.3838205!4d78.4904681!16s%2Fg%2F11bvvxxz7x!19sChIJCSki7syZyzsRLjOBk6fWBnA?authuser=0&hl=en&rclk=1","Laxmi Narayana Pooja Store","4.5","(12)","Religious goods store","·","092463 48733"
"https://www.google.com/maps/place/OM+POOJA+SAMAGRI+STORE/data=!4m7!3m6!1s0x3bcb9b78d2cf78c1:0xdb191dcc5a69ac67!8m2!3d17.481226!4d78.56036!16s%2Fg%2F11gf9fshnz!19sChIJwXjP0nibyzsRZ6xpWswdGds?authuser=0&hl=en&rclk=1","OM POOJA SAMAGRI STORE","4.0","(22)","General store","Arul colony,plot no-41,Hi Tension Road, A.S Rao Nagar,Kapra","089784 73320"
"https://www.google.com/maps/place/Trinetra+Pooja+Samagri/data=!4m7!3m6!1s0x3bcb9c794d9926d5:0x64eef0d07b41ceb0!8m2!3d17.4859721!4d78.556225!16s%2Fg%2F11j154pbs3!19sChIJ1SaZTXmcyzsRsM5Be9Dw7mQ?authuser=0&hl=en&rclk=1","Trinetra Pooja Samagri","3.9","(36)","Religious goods store","·","090002 82325"
"https://www.google.com/maps/place/Sri+Mahalaxmi+Puja+Store/data=!4m7!3m6!1s0x3bcb9961787cf1e7:0xb7e7541a948d7c9f!8m2!3d17.378169!4d78.5463882!16s%2Fg%2F11gmjpg5x7!19sChIJ5_F8eGGZyzsRn3yNlBpU57c?authuser=0&hl=en&rclk=1","Sri Mahalaxmi Puja Store","4.5","(31)","Supermarket","SRL Colony Main Rd","090307 12090"
"https://www.google.com/maps/place/G+V+R+MANU%27S+POOJA+STORE/data=!4m7!3m6!1s0x3bcb93f323dcaedd:0x8e2309bcc86307b1!8m2!3d17.5020398!4d78.3620219!16s%2Fg%2F11vyj12cch!19sChIJ3a7cI_OTyzsRsQdjyLwJI44?authuser=0&hl=en&rclk=1","G V R MANU'S POOJA STORE","3.8","(15)","Religious goods store","Datta Sai nagar colony, Plot no .63, Bollaram Rd, opp. narenn Garden",""
"https://www.google.com/maps/place/Siri+Pooja+Stores/data=!4m7!3m6!1s0x3bcb9c877849f259:0xafce99b411103a66!8m2!3d17.480382!4d78.574456!16s%2Fg%2F1tcvxwhp!19sChIJWfJJeIecyzsRZjoQEbSZzq8?authuser=0&hl=en&rclk=1","Siri Pooja Stores","4.2","(15)","Religious goods store","22, First Floor, New Vegetable Market","098661 34353"
"https://www.google.com/maps/place/Seetharama+Pooja+store/data=!4m7!3m6!1s0x3a33458e645af8b9:0xfc5fb51d4f9afdfc!8m2!3d17.9748245!4d79.5974573!16s%2Fg%2F11twr048qd!19sChIJufhaZI5FMzoR_P2aTx21X_w?authuser=0&hl=en&rclk=1","Seetharama Pooja store","4.8","(12)","Store","seetharama pooja store, at","096761 76992"
"https://www.google.com/maps/place/Daakshayani+pooja+store/data=!4m7!3m6!1s0x3bcb95e93480dd09:0xc7f0284ee9e2b1b5!8m2!3d17.4006733!4d78.3795695!16s%2Fg%2F11rxl1rg8j!19sChIJCd2ANOmVyzsRtbHi6U4o8Mc?authuser=0&hl=en&rclk=1","Daakshayani pooja store","4.3","(16)","General store","Golden Temple Rd","099899 25567"
"https://www.google.com/maps/place/Sri+Parameshwara+pooja+store/data=!4m7!3m6!1s0x3bcb91eeecfbf78d:0x8a03f2d5abc0525b!8m2!3d17.4920602!4d78.3971568!16s%2Fg%2F11rxsqxmm7!19sChIJjff77O6RyzsRW1LAq9XyA4o?authuser=0&hl=en&rclk=1","Sri Parameshwara pooja store","5.0","(5)","Home goods store","MIG-314",""
"https://www.google.com/maps/place/Balaji+Pooja+Store/data=!4m7!3m6!1s0x3bcb914575531afb:0xb339379e79daf0dc!8m2!3d17.4426386!4d78.448427!16s%2Fg%2F11s0zrxtkk!19sChIJ-xpTdUWRyzsR3PDaeZ43ObM?authuser=0&hl=en&rclk=1","Balaji Pooja Store","3.9","(14)","General store","CCVX+393, Balkampet","063090 66370"
"https://www.google.com/maps/place/Gowshik+Pooja+Samagri+Store/data=!4m7!3m6!1s0x3bcb99af4cae07f7:0xf0e3be3d413aef2a!8m2!3d17.3981146!4d78.4940936!16s%2Fg%2F11h6yvgk0s!19sChIJ9weuTK-ZyzsRKu86QT2-4_A?authuser=0&hl=en&rclk=1","Gowshik Pooja Samagri Store","4.5","(4)","General store","Narayanguda Cross road, beside Vegetable Market Road","073374 23354"
"https://www.google.com/maps/place/SRI+SRINIVASA+SAI+POOJA+SAMAGRI+STORES/data=!4m7!3m6!1s0x3bcb9705e6d907af:0x57c649a5d0000000!8m2!3d17.3849667!4d78.4395922!16s%2Fg%2F11s0fjkhyv!19sChIJrwfZ5gWXyzsRAAAA0KVJxlc?authuser=0&hl=en&rclk=1","SRI SRINIVASA SAI POOJA SAMAGRI STORES","4.5","(11)","General store","Gudimalkapur","098857 01600"
"https://www.google.com/maps/place/Anjana+Coconut+%26+Pooja+Stores/data=!4m7!3m6!1s0x3bcb9746cb24d817:0x54c5388bbe11f609!8m2!3d17.4088816!4d78.4564916!16s%2Fg%2F1yh9vkv2z!19sChIJF9gky0aXyzsRCfYRvos4xVQ?authuser=0&hl=en&rclk=1","Anjana Coconut & Pooja Stores","4.3","(18)","Religious goods store","10-1-324, Dargah Rd","096760 07365"
"https://www.google.com/maps/place/R.K+Pooja+Stores/data=!4m7!3m6!1s0x3bcb91ccf57bf9d5:0x8abd06d0555da18b!8m2!3d17.501877!4d78.426897!16s%2Fg%2F1q5gmbj2v!19sChIJ1fl79cyRyzsRi6FdVdAGvYo?authuser=0&hl=en&rclk=1","R.K Pooja Stores","4.5","(26)","Grocery store","·","094400 33569"
"https://www.google.com/maps/place/Sree+Sai+Datta+Pooja+Samagri/data=!4m7!3m6!1s0x3bcb96577308f401:0x21403f56cce31c1d!8m2!3d17.3741685!4d78.4196704!16s%2Fg%2F11c5x7r2v3!19sChIJAfQIc1eWyzsRHRzjzFY_QCE?authuser=0&hl=en&rclk=1","Sree Sai Datta Pooja Samagri","4.3","(16)","Market","9/1, 34/45/B","073966 67416"
"https://www.google.com/maps/place/Online+poojan+samagri+Store/data=!4m7!3m6!1s0x3bcb979a01696401:0x15d2831890cb79dc!8m2!3d17.3740083!4d78.4682581!16s%2Fg%2F11gtymmqs7!19sChIJAWRpAZqXyzsR3HnLkBiD0hU?authuser=0&hl=en&rclk=1","Online poojan samagri Store","4.5","(13)","Religious goods store","14-4-27",""
"https://www.google.com/maps/place/Kranti+Pooja+Store/data=!4m7!3m6!1s0x3bcb926c4513718f:0x3116bbf5ed6b712b!8m2!3d17.4981843!4d78.3577823!16s%2Fg%2F1pp2ty9wd!19sChIJj3ETRWySyzsRK3Fr7fW7FjE?authuser=0&hl=en&rclk=1","Kranti Pooja Store","5.0","(9)","Store","Shop No: 1-298, Beside Hanuman Temple, X Road","099489 66163"
"https://www.google.com/maps/place/Sharanam+pooja+store/data=!4m7!3m6!1s0x3bcb990f09543f9b:0x26ce43385a2f41ea!8m2!3d17.3920824!4d78.5311822!16s%2Fg%2F11q321gs4g!19sChIJmz9UCQ-ZyzsR6kEvWjhDziY?authuser=0&hl=en&rclk=1","Sharanam pooja store","4.4","(5)","Religious goods store","Shop No- 7, Mytri Vihar Apartments, lane, opposite TV studio","098496 31412"
"https://www.google.com/maps/place/Balaji+poojan+samagri/data=!4m7!3m6!1s0x3bcb97eb52fc0a09:0x86ad7a2e8883139b!8m2!3d17.3617926!4d78.4354686!16s%2Fg%2F11r3m5mpbz!19sChIJCQr8UuuXyzsRmxODiC56rYY?authuser=0&hl=en&rclk=1","Balaji poojan samagri","4.9","(27)","Religious goods store","Hanuman mandir, Bharathi complex, beside HDFC bank ATM","096664 00367"
"https://www.google.com/maps/place/Pooja+stores/data=!4m7!3m6!1s0x3bcb9a94a9b9616b:0x81b9863250614b98!8m2!3d17.4900287!4d78.4961323!16s%2Fg%2F11clgd4hgt!19sChIJa2G5qZSayzsRmEthUDKGuYE?authuser=0&hl=en&rclk=1","Pooja stores","4.2","(68)","General store","Plot no 125","098490 72059"
"https://www.google.com/maps/place/seshasai+pooja+stores/data=!4m7!3m6!1s0x3bcba1f90ebfe811:0xdd1476ead1088c3a!8m2!3d17.3314036!4d78.569908!16s%2Fg%2F1yhbl8c1f!19sChIJEei_DvmhyzsROowI0ep2FN0?authuser=0&hl=en&rclk=1","seshasai pooja stores","4.3","(8)","Religious goods store","8HJ9+HX7, Rhythu Bazar Rd","098495 56295"
"https://www.google.com/maps/place/SRIKARA+POOJA+STORES/data=!4m7!3m6!1s0x3bcb99ec8597eff1:0x373fffd13d1c2d9f!8m2!3d17.3688638!4d78.5253787!16s%2Fg%2F11h_smjd6n!19sChIJ8e-XheyZyzsRny0cPdH_Pzc?authuser=0&hl=en&rclk=1","SRIKARA POOJA STORES","5.0","(2)","Religious goods store","at Pillar no. 1534, Left lane, Shop no.1, near Sri Kanaka Durga Maatha Temple","099668 86070"
"https://www.google.com/maps/place/Sri+Sai+Pooja+Samagri/data=!4m7!3m6!1s0x3bcb9197ce1727fd:0x26db7842ddd38572!8m2!3d17.4871589!4d78.3952242!16s%2Fg%2F11x3769pfw!19sChIJ_ScXzpeRyzsRcoXT3UJ42yY?authuser=0&hl=en&rclk=1","Sri Sai Pooja Samagri","4.7","(3)","Religious goods store","Bus Stop, 15-25-890/7/A/1 & 2",""
"https://www.google.com/maps/place/Om+Sri+Manikhanta+Pooja+Samaghri/data=!4m7!3m6!1s0x3bcb9b762b5ee92f:0x8e4379a7509d24ba!8m2!3d17.4772446!4d78.5516387!16s%2Fg%2F1pp2x8p76!19sChIJL-leK3abyzsRuiSdUKd5Q44?authuser=0&hl=en&rclk=1","Om Sri Manikhanta Pooja Samaghri","3.5","(14)","Religious goods store","# 30, G.K. Nagar, Sainathpuram, A.S.","099893 02693"
"https://www.google.com/maps/place/Bhanu+Pooja+Stores/data=!4m7!3m6!1s0x3a33451838c5e093:0x5a14ea4435ef2fe!8m2!3d17.9825561!4d79.5953481!16s%2Fg%2F1ptwx6mbv!19sChIJk-DFOBhFMzoR_vJeQ6ROoQU?authuser=0&hl=en&rclk=1","Bhanu Pooja Stores","4.0","(18)","Home goods store","12-4-67, S.V.N., Papayyapet Chaman","099489 61480"
"https://www.google.com/maps/place/Sri+Siddi+Vinayaka+Pooja+Store/data=!4m7!3m6!1s0x3bcb8e1d2f3736ab:0x81c9e465241bdf87!8m2!3d17.5187975!4d78.393648!16s%2Fg%2F11g7d9wxgv!19sChIJqzY3Lx2OyzsRh98bJGXkyYE?authuser=0&hl=en&rclk=1","Sri Siddi Vinayaka Pooja Store","4.4","(12)","Home goods store","871, Pragathi Nagar Rd","099591 90862"
"https://www.google.com/maps/place/Sri+Sai+Pooja+Samagri/data=!4m7!3m6!1s0x3bcb9786ab15e9c5:0xaaa522383a626e84!8m2!3d17.3745099!4d78.4697582!16s%2Fg%2F11b7xq720c!19sChIJxekVq4aXyzsRhG5iOjgipao?authuser=0&hl=en&rclk=1","Sri Sai Pooja Samagri","2.9","(23)","Religious goods store","15-1-605,, 15-7-605,605/1","063091 30785"
"https://www.google.com/maps/place/Shree+Swastik+Pooja+Samagri+Store/data=!4m7!3m6!1s0x3bcb99f864ad7779:0xa3fff26c69034f7d!8m2!3d17.3839194!4d78.4903286!16s%2Fg%2F11vpqncg1p!19sChIJeXetZPiZyzsRfU8DaWzy_6M?authuser=0&hl=en&rclk=1","Shree Swastik Pooja Samagri Store","5.0","(8)","Religious goods store","Shivnath Mangilal sweet house, 4-6-301, Esamia Bazar Rd","079818 04459"
"https://www.google.com/maps/place/SRI+LAKSHMI+VEDHA+GANAPATHI+POOJA+STORE/data=!4m7!3m6!1s0x3bcb918246eb95a3:0x7761f2fdb4188094!8m2!3d17.4396206!4d78.3954688!16s%2Fg%2F11khss2b76!19sChIJo5XrRoKRyzsRlIAYtP3yYXc?authuser=0&hl=en&rclk=1","SRI LAKSHMI VEDHA GANAPATHI POOJA STORE","5.0","(4)","General store","Mounika Towers, 1-81, Hitech City Rd",""
"https://www.google.com/maps/place/P.+Sathyanarayana+Kirana+Pooja+Samagri+Store/data=!4m7!3m6!1s0x3bcb96bc5e5781d3:0xeff0c1544bb4c46b!8m2!3d17.403794!4d78.3986638!16s%2Fg%2F1yh5tgvg6!19sChIJ04FXXryWyzsRa8S0S1TB8O8?authuser=0&hl=en&rclk=1","P. Sathyanarayana Kirana Pooja Samagri Store","4.3","(7)","Religious goods store","87, Sai Baba Temple Rd","098496 59166"
"https://www.google.com/maps/place/Lakshmi+Ganapathi+Pooja+store/data=!4m7!3m6!1s0x3bcb9ba5bd0f2a97:0x732a0a88c16be0b0!8m2!3d17.4794835!4d78.5636269!16s%2Fg%2F11k9s3p3my!19sChIJlyoPvaWbyzsRsOBrwYgKKnM?authuser=0&hl=en&rclk=1","Lakshmi Ganapathi Pooja store","4.5","(16)","Indian grocery store","Plot no 212,house ni 1-1-241 1st floor, ark complex, Hi-Tension Rd","099484 18324"
"","","","","","",""