"Google maps link","Name","Avg_review","Reviews","Category","Address","Phone","Website"
"https://www.google.com/maps/place/Vidyaranya+High+School+for+Boys+%26+Girls/data=!4m7!3m6!1s0x3bcb975e868df847:0x59c2e9aa40d304f2!8m2!3d17.406778!4d78.4701014!16s%2Fm%2F0n49x3g!19sChIJR_iNhl6XyzsR8gTTQKrpwlk?authuser=0&hl=en&rclk=1","Vidyaranya High School for Boys & Girls","4.3","(155)","ICSE School","·","040 2323 5146","http://www.vidyaranyaschool.com/"
"https://www.google.com/maps/place/Hyderabad+sainik+school+-ll/data=!4m7!3m6!1s0x3bcb9938d57026ef:0x818b65b1d85e5cb7!8m2!3d17.345243!4d78.5087848!16s%2Fg%2F11h6t6kmgm!19sChIJ7yZw1TiZyzsRt1xe2LFli4E?authuser=0&hl=en&rclk=1","Hyderabad sainik school -ll","4.8","(80)","School","","","https://www.hyderabadsainikschool.com/"
"https://www.google.com/maps/place/Indus+International+School+Hyderabad/data=!4m7!3m6!1s0x3bcbeef081100193:0x164216fc1a4be6bf!8m2!3d17.4498492!4d78.1783912!16s%2Fm%2F0fqrzfp!19sChIJkwEQgfDuyzsRv-ZLGvwWQhY?authuser=0&hl=en&rclk=1","Indus International School Hyderabad","3.9","(138)","International school","·","093477 74204","https://hyderabad.indusschool.com/"
"https://www.google.com/maps/place/Chaitanya+Vidyalaya/data=!4m7!3m6!1s0x3bcb99e3e9610353:0x17653f160572063!8m2!3d17.4116323!4d78.4790088!16s%2Fg%2F1vk6xp4l!19sChIJUwNh6eOZyzsRYyBXYPFTdgE?authuser=0&hl=en&rclk=1","Chaitanya Vidyalaya","4.4","(120)","General education school","·","079951 27262","http://www.chaitanyavidyalaya.org/"
"https://www.google.com/maps/place/Hyderabad+School/data=!4m7!3m6!1s0x3bcba2a656ade507:0x8d778eb623f631a2!8m2!3d17.3316635!4d78.4889603!16s%2Fg%2F1yh4g784j!19sChIJB-WtVqaiyzsRojH2I7aOd40?authuser=0&hl=en&rclk=1","Hyderabad School","4.4","(38)","Private educational institution","8FJQ+MH8","093906 97239",""
"https://www.google.com/maps/place/Sacred+Heart+Convent+School/data=!4m7!3m6!1s0x3bcb9ee7d3f5a96f:0x27137f8bb4075ba5!8m2!3d17.3990805!4d78.5914011!16s%2Fg%2F1hf2ptks0!19sChIJb6n10-eeyzsRpVsHtIt_Eyc?authuser=0&hl=en&rclk=1","Sacred Heart Convent School","4.4","(102)","General education school","Pirzadiguda, Road, BK Guda, Rd","095059 76270",""
"https://www.google.com/maps/place/Sloka+-+The+Hyderabad+Waldorf+School/data=!4m7!3m6!1s0x3bcb956cb983a165:0x81821759107c8683!8m2!3d17.3476472!4d78.3234683!16s%2Fg%2F1tdgyrfz!19sChIJZaGDuWyVyzsRg4Z8EFkXgoE?authuser=0&hl=en&rclk=1","Sloka - The Hyderabad Waldorf School","4.4","(43)","CBSE School","·","040 2354 5206","http://slokawaldorf.org/"
"https://www.google.com/maps/place/Reqelford+International+School/data=!4m7!3m6!1s0x3bcb9d9f60329833:0x29559986dd7fa08!8m2!3d17.4786503!4d78.6340524!16s%2Fg%2F1hdy_4pmj!19sChIJM5gyYJ-dyzsRCPrXbZhZlQI?authuser=0&hl=en&rclk=1","Reqelford International School","4.3","(261)","International school","·","086888 22222","https://reqelfordinternationalschool.com/"
"https://www.google.com/maps/place/Zee+High+School/data=!4m7!3m6!1s0x3bcba1c91e548509:0xf93ed139c7863211!8m2!3d17.3225411!4d78.6034646!16s%2Fg%2F1tghbln0!19sChIJCYVUHsmhyzsRETKGxznRPvk?authuser=0&hl=en&rclk=1","Zee High School","4.4","(249)","Higher secondary school","·","077308 72621","http://www.zeeschoolhyd.com/"
"https://www.google.com/maps/place/Sri+Ram+School/data=!4m7!3m6!1s0x3bcb91f11f094235:0x952ff572f5300fa1!8m2!3d17.5237783!4d78.3747312!16s%2Fg%2F1tfcrp48!19sChIJNUIJH_GRyzsRoQ8w9XL1L5U?authuser=0&hl=en&rclk=1","Sri Ram School","3.9","(265)","CBSE School","·","099858 50111","http://www.sriramschool.in/"
"https://www.google.com/maps/place/OXFORD+INTERNATIONAL+SCHOOL+-+Best+School+in+Dammaiguda/data=!4m7!3m6!1s0x3bcb9cf1be834127:0xf105151fea06bd28!8m2!3d17.5048771!4d78.5959923!16s%2Fg%2F11dxl885ql!19sChIJJ0GDvvGcyzsRKL0G6h8VBfE?authuser=0&hl=en&rclk=1","OXFORD INTERNATIONAL SCHOOL - Best School in Dammaiguda","4.3","(135)","CBSE School","·","073308 97545","https://www.oxford-dammaiguda.com/"
"https://www.google.com/maps/place/VIP%27s+International+School/data=!4m7!3m6!1s0x3bcb976d7f624819:0xf4d750f25b9d7e49!8m2!3d17.3915218!4d78.4551715!16s%2Fg%2F11cp197yg0!19sChIJGUhif22XyzsRSX6dW_JQ1_Q?authuser=0&hl=en&rclk=1","VIP's International School","3.8","(49)","International school","D.No. 10-2-318/1, Khader Complex","081215 03131","https://vipinternationalschool.com/"
"https://www.google.com/maps/place/Avyukta+International+School/data=!4m7!3m6!1s0x3bcb93c1910d27f5:0xf01f20366c43a471!8m2!3d17.4862639!4d78.3135634!16s%2Fg%2F11fkgqp0h1!19sChIJ9ScNkcGTyzsRcaRDbDYgH_A?authuser=0&hl=en&rclk=1","Avyukta International School","4.8","(44)","General education school","Sai Raghava Towers","098495 97166",""
"https://www.google.com/maps/place/KRISHNAVENI+TALENT+SCHOOL/data=!4m7!3m6!1s0x3bcb998e36d7365b:0xc61cbba290c03003!8m2!3d17.4186217!4d78.5058413!16s%2Fg%2F11clyb73qc!19sChIJWzbXNo6ZyzsRAzDAkKK7HMY?authuser=0&hl=en&rclk=1","KRISHNAVENI TALENT SCHOOL","4.3","(84)","School","Door.No.1-6-174/5, 39, Gangaputra Colony Road","096408 00563","https://www.instagram.com/kts_musheerabad?igsh=MXhic3g5bndybjZvNQ=="
"https://www.google.com/maps/place/Kamala+Rani+Sanghi+School/data=!4m7!3m6!1s0x3bcb0a3f15d28e0d:0xe934b16dcacf69e7!8m2!3d17.2746086!4d78.683082!16s%2Fg%2F11bxglrj5q!19sChIJDY7SFT8KyzsR52nPym2xNOk?authuser=0&hl=en&rclk=1","Kamala Rani Sanghi School","4.6","(44)","General education school","7MFM+R6W","095050 50068","https://www.kamalaranisanghischool.edu.in/"
"https://www.google.com/maps/place/Zilla+Parishad+High+School+Telugu+Medium/data=!4m7!3m6!1s0x3bcb9891cde0b437:0x1e98275bbed00e6b!8m2!3d17.3522799!4d78.5326541!16s%2Fg%2F11b6_c8fkn!19sChIJN7TgzZGYyzsRaw7QvlsnmB4?authuser=0&hl=en&rclk=1","Zilla Parishad High School Telugu Medium","4.3","(62)","Government School","·","040 2323 2343",""
"https://www.google.com/maps/place/Vignan+Schools+Ghatkesar+%28Prabodhananda+Prashanti+Niketan%29/data=!4m7!3m6!1s0x3bcb760d6c436915:0xa31bca21a6adc79!8m2!3d17.478252!4d78.6904669!16s%2Fg%2F11xb7thhj!19sChIJFWlDbA12yzsRedxqGqK8MQo?authuser=0&hl=en&rclk=1","Vignan Schools Ghatkesar (Prabodhananda Prashanti Niketan)","4.3","(85)","Boarding school","·","097019 33455","https://vignanschools.org/our-campuses/schools-in-hyderabad/ghatkesar/"
"https://www.google.com/maps/place/Gurukula+Vidyapeeth+High+School/data=!4m7!3m6!1s0x3bcb08045f0cf4f7:0x7714b590122e8f60!8m2!3d17.1672701!4d78.6633854!16s%2Fm%2F0415qdw!19sChIJ9_QMXwQIyzsRYI8uEpC1FHc?authuser=0&hl=en&rclk=1","Gurukula Vidyapeeth High School","4.6","(178)","Higher secondary school","·","098480 33383","http://www.gurukulavidyapeeth.com/"
"https://www.google.com/maps/place/Holy+Trinity+High+School/data=!4m7!3m6!1s0x3bcb999727230983:0x2c5a42f54a6b0dc9!8m2!3d17.4105733!4d78.5066121!16s%2Fg%2F1q2w03zbv!19sChIJgwkjJ5eZyzsRyQ1rSvVCWiw?authuser=0&hl=en&rclk=1","Holy Trinity High School","4.3","(37)","High school","1-7-659/A/16/3, Ram Nagar Main Rd","093910 25169",""
"https://www.google.com/maps/place/Azaan+International+School/data=!4m7!3m6!1s0x3bcb969510a825dd:0x56081767616ad342!8m2!3d17.3978793!4d78.4051922!16s%2Fg%2F1q2w0wvlg!19sChIJ3SWoEJWWyzsRQtNqYWcXCFY?authuser=0&hl=en&rclk=1","Azaan International School","3.2","(242)","CBSE School","·","040 2988 5155","http://www.azaanschool.com/"
"https://www.google.com/maps/place/D+A+V+Public+School+-+Main+Block/data=!4m7!3m6!1s0x3bcb91c0ecd6dd5d:0x5dbd4fc53f882643!8m2!3d17.4951062!4d78.4108432!16s%2Fg%2F1v_w0tzy!19sChIJXd3W7MCRyzsRQyaIP8VPvV0?authuser=0&hl=en&rclk=1","D A V Public School - Main Block","3.9","(206)","CBSE School","·","040 2306 5024","http://davkukatpally.org/"
"https://www.google.com/maps/place/St.+Anthony%27s+concept+and+convent+high+School+kattedan/data=!4m7!3m6!1s0x3bcbbd695868e137:0x550c9fc95fc30e12!8m2!3d17.3149193!4d78.4478104!16s%2Fg%2F11gh0lzsnl!19sChIJN-FoWGm9yzsREg7DX8mfDFU?authuser=0&hl=en&rclk=1","St. Anthony's concept and convent high School kattedan","4.9","(38)","Higher secondary school","140, 500005 8-5, 53, Inner Ring Rd, beside Durga conventional hall","093813 59419","https://www.youtube.com/c/StAnthonysConventAndConceptHighSchool"
"https://www.google.com/maps/place/Oxford+Model+High+School+%E2%9C%85+-+Best+School+In+ECIL,+Hyderabad./data=!4m7!3m6!1s0x3bcb9c6203e5e833:0xfaa54e7ec07321bd!8m2!3d17.4805222!4d78.5910034!16s%2Fg%2F1hdz2jr3s!19sChIJM-jlA2KcyzsRvSFzwH5Opfo?authuser=0&hl=en&rclk=1","Oxford Model High School ✅ - Best School In ECIL, Hyderabad.","4.6","(67)","High school","Plot no - 10, 1/216,217/9, Sri Krishna Nagar Colony, ECIL, SV Nagar, chakripuram Showing wrong street view, on main road","063058 00019","http://omhs.in/"
"https://www.google.com/maps/place/New+Era+International+School/data=!4m7!3m6!1s0x3bcb9842feab2829:0xaee2dbb0b43ab5e1!8m2!3d17.3621325!4d78.5069018!16s%2Fg%2F1wj_rqt7!19sChIJKSir_kKYyzsR4bU6tLDb4q4?authuser=0&hl=en&rclk=1","New Era International School","4.0","(47)","General education school","16-2-842/3, Sayeedabad Rd","091657 02810","http://www.rosyis.com/"
"https://www.google.com/maps/place/Delhi+Public+School+DPS+Warangal/data=!4m7!3m6!1s0x3a33525aebed1eef:0x7f74a55e5ac190a2!8m2!3d17.9153489!4d79.4354264!16s%2Fg%2F11bztym1j0!19sChIJ7x7t61pSMzoRopDBWl6ldH8?authuser=0&hl=en&rclk=1","Delhi Public School DPS Warangal","4.6","(402)","CBSE School","·","096763 00411","https://dpswarangal.in/"
"https://www.google.com/maps/place/Delhi+International+School/data=!4m7!3m6!1s0x3bcb989917d2951d:0xa1443b727b44a2e2!8m2!3d17.3452402!4d78.5396492!16s%2Fg%2F11cp7vh1xh!19sChIJHZXSF5mYyzsR4qJEe3I7RKE?authuser=0&hl=en&rclk=1","Delhi International School","4.5","(20)","International school","Adj. AWARE Global Hospitals, AWARE Santhivanam, Bairamal Guda, LB Nagar, Road Number 4, Saroornagar","","https://disdelhi.com/"
"https://www.google.com/maps/place/The+Premia+Academy+School/data=!4m7!3m6!1s0x3bcb9725b4fca231:0xf85f81325b346b00!8m2!3d17.3764456!4d78.4283073!16s%2Fg%2F11j7d011mf!19sChIJMaL8tCWXyzsRAGs0WzKBX_g?authuser=0&hl=en&rclk=1","The Premia Academy School","4.5","(162)","International school","·","091113 99399","https://bit.ly/4d5vM8C"
"https://www.google.com/maps/place/Samskruthi+School+Of+Excellence/data=!4m7!3m6!1s0x3bcb931b82bf6b2f:0xf92d6a7933c23de4!8m2!3d17.4809961!4d78.34696!16s%2Fg%2F11kpprc555!19sChIJL2u_ghuTyzsR5D3CM3lqLfk?authuser=0&hl=en&rclk=1","Samskruthi School Of Excellence","4.7","(47)","General education school","F8JW+8RJ","","http://samskruthischoolofexcellence.com/"
"https://www.google.com/maps/place/Prerana+Waldorf+School/data=!4m7!3m6!1s0x3bcb93ef1fda13fd:0x42fba83112e44d0d!8m2!3d17.4370903!4d78.3703609!16s%2Fg%2F1w3w1h_7!19sChIJ_RPaH--TyzsRDU3kEjGo-0I?authuser=0&hl=en&rclk=1","Prerana Waldorf School","4.2","(126)","CBSE School","·","096186 86016","http://www.preranawaldorf.org/"
"https://www.google.com/maps/place/Krishnaveni+talent+School+-+Medchal/data=!4m7!3m6!1s0x3bcb861bcbec5d4d:0x353eb13702c3da48!8m2!3d17.630618!4d78.4834387!16s%2Fg%2F11clyt2629!19sChIJTV3syxuGyzsRSNrDAjexPjU?authuser=0&hl=en&rclk=1","Krishnaveni talent School - Medchal","4.9","(76)","General education school","·","086419 47777",""
"https://www.google.com/maps/place/IPS+International+Group+of+Schools/data=!4m7!3m6!1s0x3bcb9843782d7ab1:0x4a7cb8fac45c3d9a!8m2!3d17.36131!4d78.5079217!16s%2Fg%2F11cjqh665_!19sChIJsXoteEOYyzsRmj1cxPq4fEo?authuser=0&hl=en&rclk=1","IPS International Group of Schools","3.9","(139)","International school","·","098489 63139","http://ipsinternational.co.in/"
"https://www.google.com/maps/place/Mount+Carmel+School+%7C+Kondapur+%7C/data=!4m7!3m6!1s0x3bcb9235f18b8319:0xbc9def086bb54f44!8m2!3d17.4686103!4d78.3599346!16s%2Fg%2F1tj48ydc!19sChIJGYOL8TWSyzsRRE-1awjvnbw?authuser=0&hl=en&rclk=1","Mount Carmel School | Kondapur |","4.8","(74)","General education school","Plot no: 413, near RTA office","088850 30050","https://mountcarmelschools.com/"
"https://www.google.com/maps/place/The+Shri+Ram+Universal+School/data=!4m7!3m6!1s0x3bcb94782b852ce7:0x5bed5189ba0e01f4!8m2!3d17.4172792!4d78.3499151!16s%2Fg%2F11c2kgh600!19sChIJ5yyFK3iUyzsR9AEOuolR7Vs?authuser=0&hl=en&rclk=1","The Shri Ram Universal School","4.3","(200)","CBSE School","·","090140 39119","http://tsushyderabad.com/"
"https://www.google.com/maps/place/Gitanjali+Primary+School/data=!4m7!3m6!1s0x3bcb90ba27296017:0xf52eea3af154bc19!8m2!3d17.4399108!4d78.4580595!16s%2Fm%2F0y7tdqg!19sChIJF2ApJ7qQyzsRGbxU8TrqLvU?authuser=0&hl=en&rclk=1","Gitanjali Primary School","4.0","(192)","Primary school","·","040 2776 8420","http://www.gitanjalischools.com/"
"https://www.google.com/maps/place/Foster+Billabong+High+International+SchooL/data=!4m7!3m6!1s0x3bcb9c98f19e88fb:0xc7b5e0c45edc0abe!8m2!3d17.5006662!4d78.5739306!16s%2Fg%2F11gz95fzv!19sChIJ-4ie8ZicyzsRvgrcXsTgtcc?authuser=0&hl=en&rclk=1","Foster Billabong High International SchooL","4.1","(149)","General education school","·","040 2714 1180","http://fosterbillabong.net/"
"https://www.google.com/maps/place/Cambridge+School/data=!4m7!3m6!1s0x3bcb99d27c3b9f33:0x37a50086827806d9!8m2!3d17.3878458!4d78.5091627!16s%2Fg%2F11g0ksc7lx!19sChIJM587fNKZyzsR2QZ4goYApTc?authuser=0&hl=en&rclk=1","Cambridge School","4.7","(25)","CBSE School","","079950 24788","http://www.cambridgehyderabad.com/"
"https://www.google.com/maps/place/Pioneer+Concept+School/data=!4m7!3m6!1s0x3bcbbd6d426b9327:0x20ab3580b982b662!8m2!3d17.3101423!4d78.4416277!16s%2Fg%2F1ptvqstxw!19sChIJJ5NrQm29yzsRYraCuYA1qyA?authuser=0&hl=en&rclk=1","Pioneer Concept School","4.0","(84)","General education school","·","070758 19904","http://pioneerconceptschool.in/"
"https://www.google.com/maps/place/Salah+School/data=!4m7!3m6!1s0x3bcb96954c9c5761:0xa6599411734a0755!8m2!3d17.3985887!4d78.4132114!16s%2Fg%2F1s04g8b5f!19sChIJYVecTJWWyzsRVQdKcxGUWaY?authuser=0&hl=en&rclk=1","Salah School","4.1","(71)","School","9CX7+39Q, 7 Tombs Rd","073960 92353","http://www.salahinternationalschool.com/"
"https://www.google.com/maps/place/Jain+Heritage+a+Cambridge+School/data=!4m7!3m6!1s0x3bcb81523beed6e9:0x273930eeeb67beb3!8m2!3d17.6297495!4d78.5702065!16s%2Fg%2F11ckvfk64r!19sChIJ6dbuO1KByzsRs75n6-4wOSc?authuser=0&hl=en&rclk=1","Jain Heritage a Cambridge School","3.6","(74)","General education school","Survey No. 52, Opposite HP Petrol Bunk, Siddipet Road, Majeedpur Village Shamirpet","093936 76704","http://jgischools.in/#"
"https://www.google.com/maps/place/Vignana+Jyothi+Public+School/data=!4m7!3m6!1s0x3bcb90d9c044fccd:0x15cf0531189d90e2!8m2!3d17.4381273!4d78.4335999!16s%2Fg%2F11b7q9d_tp!19sChIJzfxEwNmQyzsR4pCdGDEFzxU?authuser=0&hl=en&rclk=1","Vignana Jyothi Public School","4.2","(161)","Public educational institution","G-16/A","040 2375 2258","http://vjps.edu.in/"
"https://www.google.com/maps/place/Siddartha+High+School+%28SHS%29/data=!4m7!3m6!1s0x3bcb987ba7c73dbf:0x75d0f15e0e428753!8m2!3d17.3442703!4d78.5185425!16s%2Fg%2F1yhbl8bjf!19sChIJvz3Hp3uYyzsRU4dCDl7x0HU?authuser=0&hl=en&rclk=1","Siddartha High School (SHS)","4.4","(16)","High school","·","098667 46970",""
"https://www.google.com/maps/place/The+Creek+Planet+School+-+Senior+Seeds+Campus/data=!4m7!3m6!1s0x3bcb93ce58eaf737:0x79edc25de97255c6!8m2!3d17.5070439!4d78.3388391!16s%2Fg%2F11r3f6znn9!19sChIJN_fqWM6TyzsRxlVy6V3C7Xk?authuser=0&hl=en&rclk=1","The Creek Planet School - Senior Seeds Campus","4.2","(274)","CBSE School","·","091073 71111","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiju-bTraKMAxVzDYMDHYftL_cYABAAGgJzZg&co=1&gclid=Cj0KCQjwhYS_BhD2ARIsAJTMMQbZYINlLpD2BI0iuTtqMMZR7OliAMvVRog1Ej6Gt4-rxT5ws270P-IaAr70EALw_wcB&ohost=www.google.com&cid=CAESVuD29wMVan5h9-_V61594DJMBAja1YumUqtsI-rTm5HLDkydqAcPsX_OU_7iCoC7yeaNBpxAY3FzpkGBUR44DkldICJbN8PMivIikijYgbXZmGCSORl1&sig=AOD64_1ieizec6ylc6ArI4i63dgKb24PGQ&adurl&q&ctype=99"
"https://www.google.com/maps/place/TELANGANA+STATE+RESIDENTIAL+SCHOOL+%28BOYS%29+Centre+For+Excellence+SARVAIL/data=!4m7!3m6!1s0x3bcb9935314d7803:0x304a6b64440500cc!8m2!3d17.3571004!4d78.5417222!16s%2Fg%2F11r9hz_n_1!19sChIJA3hNMTWZyzsRzAAFRGRrSjA?authuser=0&hl=en&rclk=1","TELANGANA STATE RESIDENTIAL SCHOOL (BOYS) Centre For Excellence SARVAIL","5.0","(5)","Boarding school","9G4R+RMX","","https://instagram.com/t.s.r.s_sarvail?igshid=wlvc2iu44rn5"
"https://www.google.com/maps/place/Sri+Viswa+Bharathi+High+School/data=!4m7!3m6!1s0x3bcb911883dac723:0x532131af6b6a1af0!8m2!3d17.4509977!4d78.4464833!16s%2Fg%2F11n81rqggm!19sChIJI8fagxiRyzsR8Bpqa68xIVM?authuser=0&hl=en&rclk=1","Sri Viswa Bharathi High School","4.5","(62)","High school","·","092472 92472","https://svbgs.com/"
"https://www.google.com/maps/place/Social+Welfare+Residential+School/data=!4m7!3m6!1s0x3bcb9b07c2a6f8eb:0x49d79395d4ade3e1!8m2!3d17.4497441!4d78.5219523!16s%2Fm%2F0115kmjy!19sChIJ6_imwgebyzsR4eOt1JWT10k?authuser=0&hl=en&rclk=1","Social Welfare Residential School","4.2","(231)","School","·","","http://tgswreis.in/"
"https://www.google.com/maps/place/Genesis+School+Kukatpally/data=!4m7!3m6!1s0x3bcb91ba8b969865:0x4872000de5ad3552!8m2!3d17.4844627!4d78.4168976!16s%2Fg%2F11b88yljqs!19sChIJZZiWi7qRyzsRUjWt5Q0Ackg?authuser=0&hl=en&rclk=1","Genesis School Kukatpally","3.6","(189)","CBSE School","·","074160 91865","http://www.genesisintschools.com/"
"https://www.google.com/maps/place/Maria+Pia%27s+Good+Shepherd+High+School/data=!4m7!3m6!1s0x3bcb98d0e5188fef:0x2cd556aa7ae4e47b!8m2!3d17.3774771!4d78.5559851!16s%2Fg%2F1tncrc1j!19sChIJ748Y5dCYyzsRe-TkeqpW1Sw?authuser=0&hl=en&rclk=1","Maria Pia's Good Shepherd High School","4.7","(66)","Higher secondary school","·","095023 45827",""
"https://www.google.com/maps/place/Hyderabad+Vidya+Bhavan+High+School/data=!4m7!3m6!1s0x3bcb97a7edc76905:0x8b035b85813ff08c!8m2!3d17.3795282!4d78.4423546!16s%2Fg%2F1vzqqqdc!19sChIJBWnH7aeXyzsRjPA_gYVbA4s?authuser=0&hl=en&rclk=1","Hyderabad Vidya Bhavan High School","4.2","(40)","Higher secondary school","","",""
"https://www.google.com/maps/place/Sri+Chaitanya+school+CBSE/data=!4m7!3m6!1s0x3bcba1cbc0392d5d:0x279fd4cb1438198d!8m2!3d17.3224547!4d78.6079591!16s%2Fg%2F11st67vw2h!19sChIJXS05wMuhyzsRjRk4FMvUnyc?authuser=0&hl=en&rclk=1","Sri Chaitanya school CBSE","4.9","(82)","CBSE School","·","077027 89712","https://srichaitanyaschool.net/"
"https://www.google.com/maps/place/Leela+Concept+School/data=!4m7!3m6!1s0x3bcb911eb44595b5:0x646d5a6420a25645!8m2!3d17.4515145!4d78.4247269!16s%2Fg%2F1q2wjmxc_!19sChIJtZVFtB6RyzsRRVaiIGRabWQ?authuser=0&hl=en&rclk=1","Leela Concept School","4.5","(25)","CBSE School","Balaji Swarnapuri Colony Rd, opp. Manas Eye Hospital","063001 05272",""
"https://www.google.com/maps/place/Sreenidhi+International+School/data=!4m7!3m6!1s0x3bcb94e500000001:0xb8f8b649279f9edb!8m2!3d17.3392373!4d78.3406769!16s%2Fg%2F1w4f6kh_!19sChIJAQAAAOWUyzsR256fJ0m2-Lg?authuser=0&hl=en&rclk=1","Sreenidhi International School","4.2","(165)","School","·","099122 44409","http://www.sis.edu.in/"
"https://www.google.com/maps/place/Hyderabad+Mission+School/data=!4m7!3m6!1s0x3bcba2b7ea9e1939:0x75e83cca35fea194!8m2!3d17.3137252!4d78.4813743!16s%2Fg%2F11dzcxqdw8!19sChIJORme6reiyzsRlKH-Nco86HU?authuser=0&hl=en&rclk=1","Hyderabad Mission School","4.3","(15)","General education school","8F7J+FGX, Barkas Rd","",""
"https://www.google.com/maps/place/SULTAN-UL-ULOOM+PUBLIC+SCHOOL/data=!4m7!3m6!1s0x3bcb90cd1f4d8fe9:0x39447c6e62607e63!8m2!3d17.4280605!4d78.4449481!16s%2Fg%2F1vb9bj25!19sChIJ6Y9NH82QyzsRY35gYm58RDk?authuser=0&hl=en&rclk=1","SULTAN-UL-ULOOM PUBLIC SCHOOL","4.4","(129)","General education school","·","040 2328 0272","http://sups-bh.ac.in/"
"https://www.google.com/maps/place/FLY+Holistic+School+in+Attapur+-+Best+CBSE+Aligned+School+in+Attapur/data=!4m7!3m6!1s0x3bcb96437c29e429:0xa295fc57ce812b0b!8m2!3d17.3669761!4d78.4197617!16s%2Fg%2F11c2r3n285!19sChIJKeQpfEOWyzsRCyuBzlf8laI?authuser=0&hl=en&rclk=1","FLY Holistic School in Attapur - Best CBSE Aligned School in Attapur","4.8","(119)","General education school","·","091214 74995","http://www.flyholisticschools.com/"
"https://www.google.com/maps/place/Radiant+High+School/data=!4m7!3m6!1s0x3bcb9996a0c124c5:0x2a95c2817cc26904!8m2!3d17.419312!4d78.50425!16s%2Fg%2F11b5wn22np!19sChIJxSTBoJaZyzsRBGnCfIHClSo?authuser=0&hl=en&rclk=1","Radiant High School","4.3","(41)","High school","1-6-174/15","096186 96212","https://www.radianthighschool.co.in/"
"https://www.google.com/maps/place/Navodaya+High+School/data=!4m7!3m6!1s0x3bcb91d3a4ef6e75:0x7e65664178ecaf59!8m2!3d17.5102121!4d78.4259928!16s%2Fg%2F1td1nb58!19sChIJdW7vpNORyzsRWa_seEFmZX4?authuser=0&hl=en&rclk=1","Navodaya High School","4.1","(75)","High school","","081211 53138",""
"https://www.google.com/maps/place/Tendril+-my+school/data=!4m7!3m6!1s0x3bcb921f689828a5:0x2f60b6614764bc1f!8m2!3d17.4857522!4d78.3814667!16s%2Fg%2F11bxgvjtst!19sChIJpSiYaB-SyzsRH7xkR2G2YC8?authuser=0&hl=en&rclk=1","Tendril -my school","4.3","(61)","School","Plot No: 1764, Gokul Plots, Trident Trade Centre Building","099856 89601","https://tendrilmyschool.com/"
"https://www.google.com/maps/place/People%27s+School+Of+Excellence/data=!4m7!3m6!1s0x3bcb99c27c336f1f:0x9f807647b3fe39b2!8m2!3d17.4045036!4d78.488961!16s%2Fg%2F1tdmnj10!19sChIJH28zfMKZyzsRsjn-s0d2gJ8?authuser=0&hl=en&rclk=1","People's School Of Excellence","4.2","(41)","Higher secondary school","·","099484 43424","https://peoplesschoolofexcellence.com/"
"https://www.google.com/maps/place/M.A.+Ideal+High+School/data=!4m7!3m6!1s0x3bcb97bf7b027077:0x5c304beaabb69907!8m2!3d17.3569036!4d78.4427754!16s%2Fg%2F11b72nxytx!19sChIJd3ACe7-XyzsRB5m2q-pLMFw?authuser=0&hl=en&rclk=1","M.A. Ideal High School","4.5","(53)","High school","19-4-332/G, Mir Mehamood Pahadi Rd","",""
"https://www.google.com/maps/place/Vikas+High+School/data=!4m7!3m6!1s0x3bcb986d290ddedd:0xf8ace4ead56ee812!8m2!3d17.3499149!4d78.4983871!16s%2Fg%2F1wn_4khf!19sChIJ3d4NKW2YyzsREuhu1erkrPg?authuser=0&hl=en&rclk=1","Vikas High School","3.8","(148)","High school","·","093938 79793","http://vikashighschool.com/"
"https://www.google.com/maps/place/Vijaya+Ratna+High+School/data=!4m7!3m6!1s0x3bcb9eebeae447b1:0xa764abba0504e25d!8m2!3d17.4027971!4d78.5930086!16s%2Fg%2F11bbrn4n54!19sChIJsUfk6uueyzsRXeIEBbqrZKc?authuser=0&hl=en&rclk=1","Vijaya Ratna High School","4.1","(97)","High school","uppal, near bandi gardens","040 3558 5745",""
"https://www.google.com/maps/place/International+School+of+Hyderabad/data=!4m7!3m6!1s0x3bcbf29566b79f9b:0x136b2a351ba733d3!8m2!3d17.5124867!4d78.281415!16s%2Fm%2F026nnpf!19sChIJm5-3ZpXyyzsR0zOnGzUqaxM?authuser=0&hl=en&rclk=1","International School of Hyderabad","3.9","(88)","International school","·","084556 83865","http://www.ishyd.org/"
"","","","","","","",""