"hlink","Name","Review","Count","Category","open_close","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","Phone","FQ2IWe src","ah5Ghc","M4A5Cf","ah5Ghc 2"
"https://www.google.com/maps/place/Puja+samagri+shop/data=!4m7!3m6!1s0x3bcb99482872cdcb:0xec8814544a56f641!8m2!3d17.3883934!4d78.4873055!16s%2Fg%2F11j8b_0w29!19sChIJy81yKEiZyzsRQfZWSlQUiOw?authuser=0&hl=en&rclk=1","Puja samagri shop","4.7","(3)","Store","·","","9FQP+9W3, Sultan Bazar Rd","","Open","⋅ Closes 8 pm","","https://lh5.googleusercontent.com/p/AF1QipP-CAZD97kuYLW0gRUrZPKhGvvX7-4XdYo6-M_x=w163-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/AYYAPPA+POOJA+STORE/data=!4m7!3m6!1s0x3bcb9f5f66b18523:0x4a2b58bd6a52f698!8m2!3d17.3958018!4d78.5915421!16s%2Fg%2F11ts_1mrtn!19sChIJI4WxZl-fyzsRmPZSar1YK0o?authuser=0&hl=en&rclk=1","AYYAPPA POOJA STORE","4.9","(110)","Religious goods store","·","","9HWR+8J5","·","Open","⋅ Closes 10 pm","090002 37731","https://lh5.googleusercontent.com/p/AF1QipOQcHezUDmpBs6G-ZluKYunfcQ3g4a6oUV0zzZb=w80-h106-k-no","Delivery","",""
"https://www.google.com/maps/place/Sri+Venkateshwara+Pooja+Store/data=!4m7!3m6!1s0x3bcb96a44551ad13:0xc32577b94abcab93!8m2!3d17.4071705!4d78.392081!16s%2Fg%2F11f0199vpq!19sChIJE61RRaSWyzsRk6u8Srl3JcM?authuser=0&hl=en&rclk=1","Sri Venkateshwara Pooja Store","4.2","(13)","Home goods store","·","","C94R+VR8","·","Open","⋅ Closes 10 pm","097048 88066","https://lh5.googleusercontent.com/p/AF1QipPphguQIUjfM73S6cwghxIw7mk2qcdLj9XMx56v=w122-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Sri+Siddi+Vinayaka+Pooja+Store/data=!4m7!3m6!1s0x3bcb8e1d2f3736ab:0x81c9e465241bdf87!8m2!3d17.5187975!4d78.393648!16s%2Fg%2F11g7d9wxgv!19sChIJqzY3Lx2OyzsRh98bJGXkyYE?authuser=0&hl=en&rclk=1","Sri Siddi Vinayaka Pooja Store","4.4","(12)","Home goods store","·","","871, Pragathi Nagar Rd","·","Open","⋅ Closes 10 pm","099591 90862","https://lh5.googleusercontent.com/p/AF1QipO7zkXMQ4pmoGxMNjwK-WsgxWKJc1NX_AGspEOC=w80-h142-k-no","""Good for photo frames and other pooja items""","",""
"https://www.google.com/maps/place/Sri+Venkateshwara+Pooja+Samagri+And+General+Store/data=!4m7!3m6!1s0x3bcb913ff3d41be5:0x5d619dc9b2b9083c!8m2!3d17.4592659!4d78.4010024!16s%2Fg%2F11f8nshpw8!19sChIJ5RvU8z-RyzsRPAi5ssmdYV0?authuser=0&hl=en&rclk=1","Sri Venkateshwara Pooja Samagri And General Store","4.5","(13)","Store","·","","Allapur Rd","·","Open","⋅ Closes 10 pm","098663 05784","https://lh5.googleusercontent.com/p/AF1QipPSyMKUolumHeMbkvxEqq8fm6mO6tLbMRel9dtw=w122-h92-k-no","""All Pooja items available for reasonable prices""","",""
"https://www.google.com/maps/place/seshasai+pooja+stores/data=!4m7!3m6!1s0x3bcba1f90ebfe811:0xdd1476ead1088c3a!8m2!3d17.3314036!4d78.569908!16s%2Fg%2F1yhbl8c1f!19sChIJEei_DvmhyzsROowI0ep2FN0?authuser=0&hl=en&rclk=1","seshasai pooja stores","4.3","(8)","Religious goods store","·","","8HJ9+HX7, Rhythu Bazar Rd","·","Open","⋅ Closes 9 pm","098495 56295","https://lh5.googleusercontent.com/p/AF1QipMA4g3qqZzxaICKlWSfeEU0ftP98cuclAlafNqK=w163-h92-k-no","""Retail Pooja store""","",""
"https://www.google.com/maps/place/Sri+Veera+Hanuman+pooja+stores/data=!4m7!3m6!1s0x3bcb9b8c48bf0f2f:0xd159c2c53a2f248e!8m2!3d17.4776736!4d78.5584867!16s%2Fg%2F11q4gb_c8v!19sChIJLw-_SIybyzsRjiQvOsXCWdE?authuser=0&hl=en&rclk=1","Sri Veera Hanuman pooja stores","4.8","(4)","Religious goods store","·","","Hanuman temple, MIG-A 85. DR A S RAO NAGAR MAIN ROAD Street, 1, besides","·","Open","⋅ Closes 9 pm","091773 89852","https://lh5.googleusercontent.com/p/AF1QipOFFY-gz3T1weJaojq-t-oJ6yU5MU9JX88dJqOo=w163-h92-k-no","In-store shopping","",""
"https://www.google.com/maps/place/Sri+Santoshi+Pooja+Store/data=!4m7!3m6!1s0x3bcb917c0635d2f7:0x3fa243e636a1d5c!8m2!3d17.44338!4d78.3917188!16s%2Fg%2F11tj0d712x!19sChIJ99I1BnyRyzsRXB1qYz4k-gM?authuser=0&hl=en&rclk=1","Sri Santoshi Pooja Store","4.1","(35)","Craft store","·","","Madhapur Area Madhapur","","","","092478 99410","https://lh3.googleusercontent.com/gps-proxy/ALd4DhHXd1p1gyiJNS79kwGCtrdJHEJiuLCF21kJ0iv9epBTS4nx5Qy2-HYnTEVxqLMW5_qhnZzlXYl6AnJzhg6WqUQnmDQ5p_SFcLcgfg_qG0ilIpgGRSgbQriYS6QNq-GPynkyvwmTB_lmVzeIpIcWjXwEtbOlKkuCZOEXi96Y4wTlzdJK0EVfUaTvwBI3IA8ZfnK2NhU=w122-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Sri+Balaji+Pooja+Store/data=!4m7!3m6!1s0x3bcb9eb579f73773:0xd66737a3d1b9e0db!8m2!3d17.4100997!4d78.5684844!16s%2Fg%2F11bxc68s5w!19sChIJczf3ebWeyzsR2-C50aM3Z9Y?authuser=0&hl=en&rclk=1","Sri Balaji Pooja Store","4.3","(19)","Religious goods store","·","","CH69+29Q, Beside Ramalayam, Hyderabad, Swaroop Nagar Rd","·","Open","⋅ Closes 9 pm","095020 52021","https://lh5.googleusercontent.com/p/AF1QipPOLrnhqSf9KoXbyuae1iqCC_6PR-rZmvooviMs=w163-h92-k-no","""Decent and all in one Pooja store""","",""
"https://www.google.com/maps/place/Sri+Srinivasa+pooja+Samagri,+Kukatpally/data=!4m7!3m6!1s0x3bcb91d4d0beafed:0x4c4ff35ffbae9dce!8m2!3d17.4892281!4d78.4153019!16s%2Fg%2F11ssxb3d4s!19sChIJ7a--0NSRyzsRzp2u-1_zT0w?authuser=0&hl=en&rclk=1","Sri Srinivasa pooja Samagri, Kukatpally","5.0","(9)","Religious goods store","·","","Plot no 95, House 5, 3-185, opp. chintapatla venkaiah park","","Open","⋅ Closes 10 pm","","https://lh5.googleusercontent.com/p/AF1QipMSo4mfgkjt53BinAZjVkHU2J1McaRhIOELXfuP=w112-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/SAI+LAKSHMI+POOJA+STORES/data=!4m7!3m6!1s0x3bcb91b6463608d5:0xc17f442db8692f76!8m2!3d17.4636554!4d78.4577844!16s%2Fg%2F11gxxh95v4!19sChIJ1Qg2RraRyzsRdi9puC1Ef8E?authuser=0&hl=en&rclk=1","SAI LAKSHMI POOJA STORES","4.5","(41)","Religious goods store","·","","90/3c, 90/3c, Madhavi Nagar Rd","·","Open","⋅ Closes 11 pm","086884 18388","https://lh5.googleusercontent.com/p/AF1QipMJ4LllDFwIBnBzGSlnXZXLftQfbJK_i4wdQdrE=w138-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/S/data=!4m7!3m6!1s0x3bcb9ecc1766d6d3:0x5567d2a95126554e!8m2!3d17.4025997!4d78.5710293!16s%2Fg%2F11ggs8l_8r!19sChIJ09ZmF8yeyzsRTlUmUanSZ1U?authuser=0&hl=en&rclk=1","S","4.3","(3)","Religious goods store","·","","CH3C+2CJ","·","Open","⋅ Closes 9 pm","090306 33006","https://lh5.googleusercontent.com/p/AF1QipMKEbf0tb8pbxBLeJxXzYRwHthSOeVVi2tLkLFR=w80-h106-k-no","Delivery","",""
"https://www.google.com/maps/place/Satya+Pooja+stores/data=!4m7!3m6!1s0x3bcb91feeba10807:0xd3aa87e1134b7c0a!8m2!3d17.4724537!4d78.3893553!16s%2Fg%2F11fs5fzgyx!19sChIJBwih6_6RyzsRCnxLE-GHqtM?authuser=0&hl=en&rclk=1","Satya Pooja stores","5.0","(23)","Home goods store","·","","Lig -107/1","·","Open 24 hours","","098855 51847","https://lh5.googleusercontent.com/p/AF1QipNHy6mI4xaP3NSq3lqgEyYFUxVkOdHsltzhwN1k=w80-h106-k-no","In-store pick-up","·","Delivery"
"https://www.google.com/maps/place/P.+Sathyanarayana+Kirana+Pooja+Samagri+Store/data=!4m7!3m6!1s0x3bcb96bc5e5781d3:0xeff0c1544bb4c46b!8m2!3d17.403794!4d78.3986638!16s%2Fg%2F1yh5tgvg6!19sChIJ04FXXryWyzsRa8S0S1TB8O8?authuser=0&hl=en&rclk=1","P. Sathyanarayana Kirana Pooja Samagri Store","4.3","(7)","Religious goods store","·","","87, Sai Baba Temple Rd","·","Open","⋅ Closes 9 pm","098496 59166","https://lh5.googleusercontent.com/p/AF1QipOoCF3i7eO2na4IKMNhmTmUXZ0WynmkXRmq2gPz=w122-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Sri+Maha+Vishnu+Pooja+Stores/data=!4m7!3m6!1s0x3bcb9780bea11399:0xd037cefb99e9047e!8m2!3d17.3757335!4d78.4746602!16s%2Fg%2F1vkxkql7!19sChIJmROhvoCXyzsRfgTpmfvON9A?authuser=0&hl=en&rclk=1","Sri Maha Vishnu Pooja Stores","3.8","(5)","Religious goods store","·","","Door No 15, 8-9, Siddiamber Bazar Rd","·","Open","⋅ Closes 10 pm","040 6461 4877","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2316tHTZ19Bq7xrOVQ9AKw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=286.57986&pitch=0&thumbfov=100","Delivery","",""
"https://www.google.com/maps/place/Daakshayani+pooja+store/data=!4m7!3m6!1s0x3bcb95e93480dd09:0xc7f0284ee9e2b1b5!8m2!3d17.4006733!4d78.3795695!16s%2Fg%2F11rxl1rg8j!19sChIJCd2ANOmVyzsRtbHi6U4o8Mc?authuser=0&hl=en&rclk=1","Daakshayani pooja store","4.3","(16)","General store","·","","Golden Temple Rd","·","Open","⋅ Closes 10 pm","099899 25567","https://lh5.googleusercontent.com/p/AF1QipPFp81LdCY-kf8PZv0ehV13q4E7it6BrzQPXowH=w138-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Siri+Pooja+Stores/data=!4m7!3m6!1s0x3bcb9c877849f259:0xafce99b411103a66!8m2!3d17.480382!4d78.574456!16s%2Fg%2F1tcvxwhp!19sChIJWfJJeIecyzsRZjoQEbSZzq8?authuser=0&hl=en&rclk=1","Siri Pooja Stores","4.2","(15)","Religious goods store","·","","22, First Floor, New Vegetable Market","·","Open","⋅ Closes 9 pm","098661 34353","https://lh3.googleusercontent.com/gps-proxy/ALd4DhFhrbq63glQMWjShBCI9SDhCICuroCT7od9XA2pijFmM2NAYCQ64K64DViOxumVG6vffc-VQd7nmbnWmsgCvbHU1Czds9IvTwkIen21xQoOVQWCUp-0X8i8FAXwguAOT7ojcwd7RdGttI5vhnEk9eHfAVWATzQ_QXjb7N76JUhzf1SYZiNJTNE-NXsSGvBCDHTtaWk=w122-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Pooja+Store/data=!4m7!3m6!1s0x3bcb9980b950a9d5:0xb0bd31cf53f0037c!8m2!3d17.4282483!4d78.514634!16s%2Fg%2F1ygvszy8l!19sChIJ1alQuYCZyzsRfAPwU88xvbA?authuser=0&hl=en&rclk=1","Pooja Store","4.0","(4)","Religious goods store","·","","11-1-169, Namalagundu Rd","·","Open","⋅ Closes 9:30 pm","090001 88456","https://lh5.googleusercontent.com/p/AF1QipNNQNMouyfPS-7IFfI0ZNuYzESBIEfFYaI9z4Gj=w80-h142-k-no","Delivery","",""
"https://www.google.com/maps/place/Anjana+Coconut+%26+Pooja+Stores/data=!4m7!3m6!1s0x3bcb9746cb24d817:0x54c5388bbe11f609!8m2!3d17.4088816!4d78.4564916!16s%2Fg%2F1yh9vkv2z!19sChIJF9gky0aXyzsRCfYRvos4xVQ?authuser=0&hl=en&rclk=1","Anjana Coconut & Pooja Stores","4.3","(18)","Religious goods store","·","","10-1-324, Dargah Rd","·","Open","⋅ Closes 10 pm","096760 07365","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEbOI9434ID9-HBuJYEBSclPHViRJJ5-hWXCZIQ6TY97CF8LvR7iJjo3uPa5JBS7V7PALcwO4VtY_9tcUwJu1xiC56Xp8mtIPNyTzS87vjIpN5lfOg6rrm4NodxWux22qXDYKAcKmKJtsAiLPoQUMrCHAnTjzDXkoH77kPSurPrx1E2iPjLpuyQJnBmGdOOf_YKxw=w122-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/arun+pooja+items+shop/data=!4m7!3m6!1s0x3bcb9796d4978371:0x15b352d7873f8f8c!8m2!3d17.3705355!4d78.4479863!16s%2Fg%2F11q99xgl5m!19sChIJcYOX1JaXyzsRjI8_h9dSsxU?authuser=0&hl=en&rclk=1","arun pooja items shop","5.0","(1)","Store","·","","shop no 1 jiyavuda 2j bus stop, near, Sabzi Mandi Rd","","","","093904 52448","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T3NY27TRNcCehzsmKyDUIg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=318.8236&pitch=0&thumbfov=100","","",""
"https://www.google.com/maps/place/Bhagirathi+Pooja+Store/data=!4m7!3m6!1s0x3bcb9786ad55958b:0xbaf3b80bada505ec!8m2!3d17.3746881!4d78.4701727!16s%2Fg%2F11b8078j2b!19sChIJi5VVrYaXyzsR7AWlrQu487o?authuser=0&hl=en&rclk=1","Bhagirathi Pooja Store","4.0","(2)","Religious goods store","·","","15-7-617, 15-7-308","·","Open","⋅ Closes 9 pm","099490 64207","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","Delivery","",""
"https://www.google.com/maps/place/Venkateswara+Pooja+Store/data=!4m7!3m6!1s0x3bcb957bda5f4833:0x4779e2d79a95dc60!8m2!3d17.4077262!4d78.3809884!16s%2Fg%2F11pz1l8g3h!19sChIJM0hf2nuVyzsRYNyVmtfieUc?authuser=0&hl=en&rclk=1","Venkateswara Pooja Store","4.4","(7)","Religious goods store","·","","2-2-38/1, near Sampoorna Supermarket","","Open","⋅ Closes 10 pm","","https://lh5.googleusercontent.com/p/AF1QipOMZpCwAFqCHJI4EJq874t9AoXLLjZJ4JAkr-A=w122-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Sahasra+pooja+stores/data=!4m7!3m6!1s0x3bcba3fde85ad409:0x3acd26416c77f202!8m2!3d17.3217412!4d78.5575133!16s%2Fg%2F11gjv6qjh7!19sChIJCdRa6P2jyzsRAvJ3bEEmzTo?authuser=0&hl=en&rclk=1","Sahasra pooja stores","5.0","(3)","Store","","","·","","Open now","","090005 30782","https://lh5.googleusercontent.com/p/AF1QipPLX4UgFOGL7VBkcv6xlRRa2zEwSSmXXJoBgmLq=w163-h92-k-no","","",""
"https://www.google.com/maps/place/MeherDurga+Pooja+Store+wholesale/data=!4m7!3m6!1s0x3bcb9b261fa3e0eb:0xfa1f3778b0755988!8m2!3d17.4572361!4d78.5451877!16s%2Fg%2F11j6w4qx0z!19sChIJ6-CjHyabyzsRiFl1sHg3H_o?authuser=0&hl=en&rclk=1","MeherDurga Pooja Store wholesale","5.0","(3)","Home goods store","·","","FG4W+V3W, opp. lane to Gajanana function hall","·","Open 24 hours","","099630 41274","https://lh5.googleusercontent.com/p/AF1QipMjO8VnbpFETXYU-p3mDZ7hXbzAlD9dhmfDTwTW=w198-h92-k-no","","",""
"https://www.google.com/maps/place/Sai+hanuman+pooja+store/data=!4m7!3m6!1s0x3bcb98c4125aabff:0xce416340127523cc!8m2!3d17.3682066!4d78.5500634!16s%2Fg%2F11cs1sk1f_!19sChIJ_6taEsSYyzsRzCN1EkBjQc4?authuser=0&hl=en&rclk=1","Sai hanuman pooja store","4.4","(8)","General store","·","","Shop no.12-59/1, Road no.3, I, t. colony, sri ramakrushnapuram, Kothapet,, Hydera","·","Open","⋅ Closes 9 pm","090309 29229","https://lh5.googleusercontent.com/p/AF1QipPUkIUlMBRWPczJ8Ohszec2PN07zcNPYK1-d69m=w80-h175-k-no","Delivery","",""
"https://www.google.com/maps/place/Shyamala+Pooja+Stores/data=!4m7!3m6!1s0x3bcb9761d6fa9bb7:0x451aaa19ff3ed23f!8m2!3d17.394755!4d78.4515285!16s%2Fg%2F11s0q00k3r!19sChIJt5v61mGXyzsRP9I-_xmqGkU?authuser=0&hl=en&rclk=1","Shyamala Pooja Stores","5.0","(1)","Home goods store","·","","Andhra bank","·","Open","⋅ Closes 9:11 pm","099517 43353","https://lh5.googleusercontent.com/p/AF1QipOoJn83IxWmZPZ1Pi7U8spt9bj-uhx2vteBaJhA=w80-h106-k-no","","",""
"https://www.google.com/maps/place/Om+Sri+Manikhanta+Pooja+Samaghri/data=!4m7!3m6!1s0x3bcb9b762b5ee92f:0x8e4379a7509d24ba!8m2!3d17.4772446!4d78.5516387!16s%2Fg%2F1pp2x8p76!19sChIJL-leK3abyzsRuiSdUKd5Q44?authuser=0&hl=en&rclk=1","Om Sri Manikhanta Pooja Samaghri","3.5","(14)","Religious goods store","·","","# 30, G.K. Nagar, Sainathpuram, A.S.","·","Open","⋅ Closes 11 pm","099893 02693","https://lh3.googleusercontent.com/gps-proxy/ALd4DhFtT7kwc6dr4aW6QMkeSbMIO2R7g6Kv7kN25F_sJDA9WMWERedTJC0tmevCCuKcI065zvHJH4-3fQYfF8Hu07VI4X_YQshi9qTNUwpfyPz1uGmhVLaTSJHuBz2gsi1Pi6LYzGOn6CNoeDSZ1In6oqfViZKB2rwyPsfLr_tFG_a8NDlA7SVKGhMIsXtPhteiVRnbug=w122-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Sai+Balaji+Pooja+Samagri/data=!4m7!3m6!1s0x3bcb9786d078021f:0x46973cf9652f8962!8m2!3d17.37399!4d78.4719163!16s%2Fg%2F1tqfzssw!19sChIJHwJ40IaXyzsRYokvZfk8l0Y?authuser=0&hl=en&rclk=1","Sai Balaji Pooja Samagri","4.6","(20)","Store","·","","15-6-229/1/F, D R Complex & Mama Complex, Begum Bazaar, Begum Bazaar 500012","·","Open","⋅ Closes 9 pm","040 2474 1829","https://lh5.googleusercontent.com/p/AF1QipPoNkHBwHTtnMzi3PgWG_-89StYm9tyGurQtWhJ=w163-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Sri+Tulji+Bhavani+Pooja+store/data=!4m7!3m6!1s0x3bcb9a44de906d27:0xe2e2f222d1d44088!8m2!3d17.4630569!4d78.5061367!16s%2Fg%2F11bvvxr42j!19sChIJJ22Q3kSayzsRiEDU0SLy4uI?authuser=0&hl=en&rclk=1","Sri Tulji Bhavani Pooja store","3.7","(7)","Religious goods store","·","","FG74+6FC, Plot Lbr House, Main, Road No. 6","·","Open","⋅ Closes 10 pm","099635 54649","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Cg_2tdRKQ9vDZf5FpOr6Tg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=353.96082&pitch=0&thumbfov=100","Delivery","",""
"https://www.google.com/maps/place/Sri+lakshmi+narsimha+swamy+pooja+stores/data=!4m7!3m6!1s0x3bcb933d31588ad9:0xd915413022fe7e76!8m2!3d17.4912166!4d78.3515676!16s%2Fg%2F11mm9wdk_d!19sChIJ2YpYMT2TyzsRdn7-IjBBFdk?authuser=0&hl=en&rclk=1","Sri lakshmi narsimha swamy pooja stores","4.4","(9)","Religious goods store","·","","Gachibowli - Miyapur Rd","·","Open","⋅ Closes 10 pm","070360 87782","https://lh5.googleusercontent.com/p/AF1QipP8wVntNhiErH4BIuDJep-ryGOMYYy7lzK5_vw0=w122-h92-k-no","In-store shopping","·","Delivery"
"https://www.google.com/maps/place/Sree+Krishna+Pooja+Stores/data=!4m7!3m6!1s0x3bcb9b0922239377:0x7455013ce42fb7d0!8m2!3d17.4818577!4d78.5371392!16s%2Fg%2F1yh802961!19sChIJd5MjIgmbyzsR0Lcv5DwBVXQ?authuser=0&hl=en&rclk=1","Sree Krishna Pooja Stores","4.0","(2)","Religious goods store","·","","H.No. # 29, 34, Neredmet X Rd","·","Open","⋅ Closes 9 pm","098660 83080","https://lh3.googleusercontent.com/gps-proxy/ALd4DhGLhDJsXFbfwIC6aoER7Xt5HUUjPPy96snPzJn4FkPaWuJvW-Ig0sJ8sM4HS6MV2IKgOL_x2LuJ6ZOl8tgBPg2VVxYqjuH0FUJDgpUwBFJljIdoR1aCOODdnsDhdLJG8JrIwhYwqCvGwLwstIpPOK2KYrIE0HVlZzIEApc8voLYvJMkfBbiHir5wYJajFGJVxhRQg=w80-h106-k-no","Delivery","",""
